Sequence ID,Wormbase ID,Category 1,Category 2,Category 3,Description
ZK353.6,WBGene00002249,Proteolysis general,Proteolysis general: metallopeptidase,Proteolysis general: metallopeptidase,"lap-1 encodes one of two C. elegans homologs of the M17 class of zinc metalloproteases, leucine aminopeptidase (LAP); lap-1 mutations result in slow growth and delayed onset of egg laying; lap-1 mRNA is present throughout the larval and adult life cycle and a lap-1 promoter fusion is expressed in the intestine; staining for LAP-1 protein reveals localization to the buccal cavity, pharynx, anterior gut and rectum."
C02D5.1,WBGene00015335,Metabolism,Metabolism: lipid,Metabolism: lipid: other,"acdh-6 is an ortholog of human ACADL (acyl-CoA dehydrogenase, long chain); acdh-6 is predicted to have flavin adenine dinucleotide binding activity and oxidoreductase activity, acting on the CH-CH group of donors, based on protein domain information."
C02D5.3,WBGene00015337,Stress response,Stress response: GST,Stress response: GST,"C02D5.3 is predicted to encode, by alternative splicing and an internal  promoter, three partially non-overlapping putative omega-class  glutathione transferases (GST; EC 2.5.1.18) which, like their paralog  GSTO-1, might have thiol oxidoreductase and dehydroascorbate reductase  activity; other C02D5.3 paralogs include GST-44 and K10F12.4; C02D5.3  has no obvious function in mass RNAi assays."
F22B7.6,WBGene00017696,DNA,DNA: replication,DNA: replication,"polk-1 encodes a putative DNA polymerase kappa orthologous to humam POLK  (OMIM:605650); POLK-1 promotes lagging-strand synthesis through G/C rich  sequences, and counteracts sensitivity to MMS mutagenesis in embryos;  polk-1(RNAi) enhances the mutator phenotype of dog-1(gk10) 2.3-fold."
ZK370.4,WBGene00022718,Signaling,Signaling: lipid,Signaling: lipid: phospholipase patatin,"ZK370.4 is an ortholog of human PNPLA6 (patatin like phospholipase domain containing 6) and PNPLA7 (patatin like phospholipase domain containing 7); ZK370.4 is expressed in the pharynx, nervous system, reproductive system, intestine, and the body wall musculature."
ZK370.5,WBGene00022719,Metabolism,Metabolism: glycolysis,Metabolism: glycolysis,"pdhk-2 is an ortholog of human PDK3 (pyruvate dehydrogenase kinase 3), PDK2 (pyruvate dehydrogenase kinase 2), Pdk1 (pyruvate dehydrogenase kinase 1) and PDK4 (pyruvate dehydrogenase kinase 4); pdhk-2 is expressed in the pharynx, intestine, vulval muscle, and the head neurons; pdhk-2 is localized to the perinuclear region of cytoplasm."
PAR2.4,WBGene00003253,Cuticle,Cuticle: other,Cuticle: other,"mig-22 is an ortholog of human CHPF2 (chondroitin polymerizing factor 2) and CHPF (chondroitin polymerizing factor); mig-22 exhibits enzyme binding activity and is predicted to have acetylgalactosaminyltransferase activity, based on protein domain information; mig-22 is expressed in the pharynx, gon_herm_dtc_P, gon_herm_dtc_A, seam cell, vulva, and the oocyte."
ZK637.8,WBGene00006768,Lysosome,Lysosome: Vacoular ATPase,Lysosome: Vacoular ATPase,"unc-32 encodes, by alternative splicing, six isoforms of an ortholog of subunit a of the membrane-bound (V0) domain of vacuolar proton-translocating ATPase (V-ATPase); UNC-32 is orthologous to human ATP6N1A (OMIM:192130), ATP6V0A2, ATP6V0A4 (OMIM:605239, mutated in distal renal tubular acidosis), and TCIRG1 (OMIM:604592, mutated in osteopetrosis); one UNC-32 isoform is essential for locomotion and normal synaptic vesicle morphology in motoneurons, is expressed solely in the nervous system, and is specifically mutated by unc-32(e189) or unc-32(f120); other UNC-32 isoforms are essential for embryonic and larval development; UNC-32 is expressed throughout the life cycle, strongly in the nervous system, but also in vulvae, spermathecal-uterine valves, intestine, and pharynx; UNC-32 is required for necrosis, since mutations of unc-32 suppress necrotic neurodegeneration and thapsigargin-induced cell death; in S. cerevisiae, different V0 a-subunits (Stv1p and Vph1p) direct the assembly of V-ATPases to different membranes and organelles, suggesting that the profusion of such subunits in C. elegans (co-orthologous VHA-5, VHA-6, VHA-7, and six UNC-32 isoforms) may have a similar function; alternative splicing of the unc-32 pre-mRNA is dependent on ASD-1 and FOX-1, and in neurons, is also dependent on UNC-75, which binds unc-32 intron 7a in vitro."
ZK643.2,WBGene00014034,Metabolism,Metabolism: nucleotide,Metabolism: nucleotide,ZK643.2 encodes a deoxycytidine deaminase; by homology the product of ZK643.2 is predicted to function in deamination of deoxycytidine to deoxyuridine; large-scale expression studies suggest that ZK643.2 may be expressed in hypodermal tissues.
R08D7.6,WBGene00011146,Metabolism,Metabolism: nucleotide,Metabolism: nucleotide,"pde-2 is an ortholog of human PDE2A (phosphodiesterase 2A); pde-2 is involved in cGMP catabolic process, negative regulation of cyclic nucleotide-gated ion channel activity, positive regulation of cGMP-mediated signaling and response to oxygen levels; pde-2 is predicted to have 3',5'-cyclic-nucleotide phosphodiesterase activity, based on protein domain information; pde-2 is expressed in the pharynx, anal depressor muscle, nervous system, reproductive system, pharyngeal-intestinal valve, intestine, and the body wall musculature."
R08D7.7,WBGene00011147,Metabolism,Metabolism: carbohydrate,Metabolism: carbohydrate,"R08D7.7 is an ortholog of human XYLB (xylulokinase); R08D7.7 is predicted to have phosphotransferase activity, alcohol group as acceptor, based on protein domain information."
F59B2.3,WBGene00010308,Metabolism,Metabolism: carbohydrate,Metabolism: carbohydrate,"F59B2.3 is an ortholog of human AMDHD2 (amidohydrolase domain containing 2) and RP11-20I23.3; F59B2.3 is predicted to have N-acetylglucosamine-6-phosphate deacetylase activity, based on protein domain information."
R107.2,WBGene00011298,Metabolism,Metabolism: mitochondria,Metabolism: mitochondria: other,"R107.2 is an ortholog of human CARKD; R107.2 is predicted to have ADP-dependent NAD(P)H-hydrate dehydratase activity, based on protein domain information."
R107.7,WBGene00001749,Stress response,Stress response: GST,Stress response: GST,"gst-1 encodes a putative glutathione S-transferase of the pi class; GST-1 is required for sperm to normally migrate towards a PUFA-based signal exuded by oocytes; gst-1(RNAi) hermaphrodites are infertile, both through aberrant loss of their own sperm and through failure of males to effectively inseminate them."
F54G8.2,WBGene00000960,Signaling,Signaling: lipid,Signaling: lipid: kinase DAG ,"dgk-3 encodes a diacylglycerol kinase that is the C. elegans ortholog of mammalian DGK-beta; dgk-3 activity is required for regulation of long-term thermotactic behavioral plasticity and for regulation of olfactory adaptation; large-scale expression studies have reported dgk-3 expression in head neurons, the intestine, and the pharyngeal lumen, while expression profiling indicates that dgk-3 is expressed in the AFD thermosensory neurons as well as a small number of additional sensory neurons."
C40H1.4,WBGene00001242,Metabolism,Metabolism: lipid,Metabolism: lipid: fatty acid,"The elo-4 gene encodes a paralog of elo-1 and elo-2, each of which encodes a polyunsaturated fatty acid (PUFA) elongase; its function in vivo is unknown."
F54C8.1,WBGene00010035,Metabolism,Metabolism: lipid,Metabolism: lipid: beta oxidation,"F54C8.1 is an ortholog of human HADH (hydroxyacyl-CoA dehydrogenase); F54C8.1 is predicted to have 3-hydroxyacyl-CoA dehydrogenase activity and NAD+ binding activity, based on protein domain information."
B0464.1,WBGene00001094,Non-translated RNA,Non-translated RNA: tRNA,Non-translated RNA: tRNA: production,drs-1 encodes a putative aspartyl(D) tRNA synthetase
F55H2.1,WBGene00004933,Stress response,Stress response: oxidative,Stress response: oxidative,"sod-4 encodes an extracellular Cu2+/Zn2+ superoxide dismutase (SOD) that is one of five C. elegans SOD enzymes; genetic analyses indicates that sod-4 is required for redox regulation of a number of processes including axon pathfinding in the PVQ interneurons, insulin/IGF-1 signaling, and vulval development; large-scale expression studies indicate that sod-4 is expressed in the nervous system, intestine, and rectal gland cells; sod-4 transcripts are significantly upregulated in dauers."
F55H2.2,WBGene00010130,Lysosome,Lysosome: Vacoular ATPase,Lysosome: Vacoular ATPase,vha-14 encodes an ortholog of subunit D of the cytoplasmic (V1) domain of vacuolar proton-translocating ATPase (V-ATPase); VHA-14 is a predicted cytosolic rotor (stalk) component.
C48B4.1,WBGene00008167,Metabolism,Metabolism: lipid,Metabolism: lipid: beta oxidation,"acox-1.5 is an ortholog of human ACOX1 (acyl-CoA oxidase 1); acox-1.5 is involved in pheromone biosynthetic process; acox-1.5 is predicted to have FAD binding activity and acyl-CoA oxidase activity, based on protein domain information."
F58A4.4,WBGene00004180,DNA,DNA: replication,DNA: replication,"pri-1 encodes a homolog of the DNA polymerase alpha-primase subunit D that is required in embryos for the normal timing of embryonic cell divisions, much as DIV-1 is."
F58A4.9,WBGene00010230,mRNA functions,mRNA functions: processing,mRNA functions: processing: splicing,"rpac-19 is an ortholog of human POLR1D (RNA polymerase I subunit D); rpac-19 is predicted to have protein dimerization activity, based on protein domain information."
T05G5.6,WBGene00001155,Metabolism,Metabolism: lipid,Metabolism: lipid: beta oxidation,"ech-6 is an ortholog of human ECHS1 (enoyl-CoA hydratase, short chain 1); ech-6 is predicted to have catalytic activity, based on protein domain information; ech-6 is localized to the mitochondrion."
R10E11.1,WBGene00000366,Transcription: chromatin,Transcription: chromatin modfication,Transcription: chromatin modfication: acetyltransferase,"cbp-1 encodes a homolog of the mammalian transcriptional cofactors CBP (OMIM:600140) and p300 (E1A-BINDING PROTEIN, 300-KD; OMIM:602700) that have been shown to possess histone acetyltransferase activity, and which, when mutated, lead to Rubinstein-Taybi syndrome (OMIM:180849) and colorectal cancer (OMIM:114500); at least one splicing form of CBP-1 exhibits histone acetyltransferase (HAT) activity in vitro and has a glutamine/asparagine-rich domain; CBP-1 is required during embryogenesis for differentiation of all non-neuronal somatic cell types; CBP-1 is expressed very early in embryogenesis, suggesting that it may interact with maternally provided transcription factors, such as SKN-1, to specific developmental fates."
R10E11.2,WBGene00006911,Lysosome,Lysosome: Vacoular ATPase,Lysosome: Vacoular ATPase,"vha-2 and vha-3 encode an ortholog of subunit c of the membrane-bound (V0) domain of vacuolar proton-translocating ATPase (V-ATPase); the protein encoded by vha-2 and vha-3 (VHA-2/3) is identical; VHA-2/3 is a predicted V-ATPase transmembrane rotor component, whose polypeptide sequence is identical to that of VHA-3; VHA-1 and VHA-2/3 comprise a closely related family of subunit c co-orthologs, predicted to carry protons from the cytosol to a-subunits (VHA-5, VHA-6, VHA-7, or UNC-32) for transmembrane export; VHA-2/3 is dispensable for viability, since vha-2/3(RNAi) animals have mostly healthy progeny; however, VHA-2 is required for ovulation and embryogenesis, since vha-2(RNAi) animals are sterile with polyploid, unmatured oocytes; VHA-2, along with VHA-15 and probably all V-ATPase subunits, is required for systemic RNAi, probably during endocytotic RNAi uptake; VHA-2 is required for necrosis, since vha-2(RNAi) suppresses necrotic neurodegeneration; vha-2 shares an operon with vha-1 and R10E11.6; both vha-2 and vha-1 are expressed in the excretory cell, the rectum, and a pair of cells posterior to the anus."
R10E11.4,WBGene00005021,ECM,ECM,ECM,"sqv-3 encodes a beta(1,4)-galactosyltransferase, biochemically active in vitro, that is required for cytokinesis of one-cell embryos, vulval morphogenesis, and chondroitin synthesis; SQV-3 is orthologous to human human galactosyltransferase I (B4GALT7; OMIM:604327, mutated in the progeroid form of Ehlers-Danlos syndrome); sqv-3 transgenically rescues hamster cells lacking galactosyl transferase I; the common requirement for SQV-3 in both cytokinesis and morphogenesis may be to promote filling an extracellular space with hygroscopic proteoglycans (either in the eggshell, or underneath the L4 cuticle), which in turn may cause the space to fill with fluid."
R10E11.8,WBGene00006910,Lysosome,Lysosome: Vacoular ATPase,Lysosome: Vacoular ATPase,"vha-1 encodes an ortholog of subunit c of the membrane-bound (V0) domain of vacuolar proton-translocating ATPase (V-ATPase); VHA-1 is a predicted V-ATPase transmembrane rotor component; VHA-1 and VHA-2/3 comprise a closely related family of subunit c co-orthologs, predicted to carry protons from the cytosol to a-subunits (VHA-5, VHA-6, VHA-7, or UNC-32) for transmembrane export; VHA-1, like VHA-12 and VHA-17, antagonizes EFF-1-mediated cell fusion in hypodermal cells; VHA-1 is required for ovulation and embryogenesis, since vha-1(RNAi) animals are sterile with polyploid, unmatured oocytes and dead progeny; VHA-1 is required for alae formation, like the V0 subunits VHA-4 and VHA-5, but not like the V1 subunits VHA-8 or VHA-13; vha-1 shares an operon with vha-2 and R10E11.6; both vha-1 and vha-2 are expressed in the excretory cell, the rectum, and a pair of cells near the anus."
